genes,anterior orbital gyrus,anterior orbital gyrus,anterior orbital gyrus,anterior orbital gyrus,gyrus rectus,gyrus rectus,gyrus rectus,gyrus rectus,gyrus rectus,gyrus rectus,"inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part",lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,posterior orbital gyrus,posterior orbital gyrus,posterior orbital gyrus,posterior orbital gyrus,posterior orbital gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior rostral gyrus,superior rostral gyrus,superior rostral gyrus,superior rostral gyrus,superior rostral gyrus,long insular gyri,long insular gyri,long insular gyri,long insular gyri,long insular gyri,long insular gyri,short insular gyri,short insular gyri,short insular gyri,short insular gyri,short insular gyri,short insular gyri,"cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part",CA1 field,CA1 field,CA1 field,CA1 field,CA1 field,CA1 field,CA2 field,CA2 field,CA2 field,CA2 field,CA2 field,CA2 field,CA3 field,CA3 field,CA3 field,CA3 field,CA3 field,CA3 field,CA4 field,CA4 field,CA4 field,CA4 field,CA4 field,CA4 field,subiculum,subiculum,subiculum,subiculum,subiculum,subiculum,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,basolateral nucleus,basolateral nucleus,basolateral nucleus,basolateral nucleus,basolateral nucleus,basolateral nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,central nucleus,central nucleus,central nucleus,central nucleus,central nucleus,central nucleus,cortico-medial group,cortico-medial group,cortico-medial group,cortico-medial group,cortico-medial group,cortico-medial group,lateral nucleus,lateral nucleus,lateral nucleus,lateral nucleus,lateral nucleus,lateral nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,nucleus accumbens,nucleus accumbens,nucleus accumbens,nucleus accumbens,nucleus accumbens,nucleus accumbens,putamen,putamen,putamen,putamen,putamen,putamen,habenular nuclei,habenular nuclei,habenular nuclei,midbrain raphe nuclei,midbrain raphe nuclei,midbrain raphe nuclei,midbrain raphe nuclei,midbrain raphe nuclei,pontine raphe nucleus,pontine raphe nucleus,pontine raphe nucleus,pontine raphe nucleus,pontine raphe nucleus,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla
CNR1,10.566,0.5532,0.4582,0.7863,0.9702,0.7105,0.6965,0.6975,15.343,0.3058,0.7439,0.5443,0.6921,0.3944,0.4743,0.3641,0.3632,0.2970,0.2379,0.3563,0.4636,0.2663,10.550,0.5531,0.3269,0.7227,0.5563,0.7627,0.6356,0.7415,0.7471,0.6131,0.9789,0.5270,0.7320,0.7267,0.3056,0.0714,0.4166,0.6119,0.3834,0.5074,10.659,0.8958,0.2490,0.7181,0.7825,0.4138,0.3781,0.7567,0.6524,0.8898,11.952,0.8322,0.7257,0.2728,0.8730,0.4229,12.615,0.8769,0.9963,0.5158,0.7940,0.9197,11.958,0.4300,11.177,0.2231,0.9845,0.8501,10.765,0.8722,10.055,0.9008,0.8770,13.476,0.7650,0.9780,10.260,14.720,14.954,15.666,13.496,14.529,12.368,15.755,10.010,11.632,0.5273,13.215,0.5661,13.437,0.3300,12.435,-0.5962,11.141,11.017,16.683,0.7161,0.8888,0.6161,0.5434,0.5929,11.256,11.552,0.7867,11.799,12.753,11.520,10.821,0.6125,0.4524,12.514,11.404,0.5657,0.8928,0.2838,10.716,0.8451,14.966,14.710,12.293,13.179,0.7943,-0.1037,11.363,0.3813,11.207,-13.033,0.6493,0.4057,0.8388,0.7764,13.857,0.2506,0.6442,0.0927,0.0266,-18.813,0.2023,15.257,14.491,13.051,11.546,10.013,15.571,12.141,11.553,15.463,0.7490,11.839,0.6851,0.9284,10.588,10.185,0.8777,0.8935,12.711,0.7835,0.3181,0.0066,0.1474,0.2264,-0.0769,15.973,15.723,12.592,10.130,11.806,15.522,-17.577,-0.2755,-0.9109,-14.663,-0.3708,-13.186,-0.5610,-0.3345,-16.233,-19.219,-0.3656,-17.479,-0.5910,-15.025,-13.464,-14.297,-14.732,-0.1461,-0.6103
CNR1,0.8413,0.2223,0.5623,0.4209,0.7378,0.4401,0.1184,0.4852,10.956,0.1749,0.3590,0.0857,-0.1315,0.3776,0.5203,0.5776,0.2751,-0.0344,-0.5596,0.2986,0.2679,0.0573,0.6936,0.2519,-0.0155,0.4990,0.5766,0.7566,0.4963,0.4452,0.0764,0.4808,0.7434,0.5178,0.4549,0.3011,-0.3071,-0.1936,0.2238,0.3497,0.1121,0.5425,0.4391,0.5001,0.0257,0.5097,0.3532,-0.3463,0.1150,0.5037,0.4393,0.7286,0.6201,0.1442,0.7063,0.3253,0.7304,-0.1064,0.4055,0.5777,0.8165,0.4548,0.5505,0.5259,0.3835,0.0571,0.9997,0.2880,0.9353,0.4763,0.5621,0.5755,0.8943,0.7527,11.609,17.593,0.9032,14.242,11.331,14.341,17.503,22.451,20.804,15.833,15.455,17.778,13.358,16.937,17.746,14.632,0.8787,15.195,10.443,20.545,24.112,14.427,12.887,17.852,0.8930,12.761,0.6804,0.5849,0.4204,11.309,15.846,15.160,23.338,17.748,11.622,17.034,0.3819,0.9257,10.513,14.847,10.556,10.759,0.4662,18.395,12.499,21.112,16.621,14.928,13.361,0.6837,0.4945,0.9715,0.4549,0.8885,-0.7098,11.547,0.8492,16.611,12.105,14.786,0.7081,0.8925,0.9492,0.7493,-0.7757,0.2386,16.973,15.951,16.343,10.457,11.431,16.695,14.117,10.940,0.8012,10.443,12.047,0.5770,12.734,12.647,14.985,0.9653,11.989,15.439,0.5828,0.7555,-0.5906,0.4947,-0.0084,0.0100,17.204,14.753,13.039,12.344,13.314,15.709,-0.8608,-0.1838,0.1346,-0.3676,-0.1826,-10.745,-0.6105,-0.3135,-19.319,-0.6485,-0.9496,-11.770,-10.597,-17.307,-0.4228,-0.0773,-0.6417,0.0099,-0.1576
CNR1,0.9717,0.1980,0.5787,0.5195,0.7014,0.6040,0.4348,0.4195,10.707,0.4311,0.3736,0.3549,0.1407,0.3576,0.3686,0.5918,0.1523,0.2020,-0.0157,0.1279,0.2934,0.1138,0.8265,0.3649,0.2137,0.3815,0.5187,0.7052,0.5015,0.6005,0.4988,0.3085,0.7372,0.3636,0.3551,0.4673,0.0725,-0.1510,0.2916,0.3633,-0.0980,0.6739,0.3505,0.4389,0.2168,0.4407,0.5889,0.0996,0.1420,0.4448,0.4327,0.6636,0.8689,0.3991,0.7265,0.3985,0.5984,0.1419,0.6067,0.6058,0.6699,0.4097,0.4805,0.6628,0.7205,0.2371,0.7774,0.1860,0.7526,0.6272,0.7788,0.4811,0.8091,0.6886,0.9827,14.565,11.066,12.780,10.462,13.277,15.034,18.861,17.256,13.874,11.994,15.383,12.928,15.143,16.196,11.709,0.8506,13.182,12.918,15.583,13.288,13.629,11.684,17.247,0.8231,10.602,0.9308,0.5248,0.5220,0.9951,16.501,11.227,13.654,16.404,12.128,14.025,10.717,0.8052,10.065,14.936,0.8539,10.130,16.972,13.551,13.730,17.945,13.199,12.619,11.645,0.7724,0.8455,10.793,0.6505,0.8095,0.3261,0.8981,11.066,15.720,0.9813,11.982,10.351,10.059,0.9619,0.5465,-0.2833,0.3138,14.567,15.100,14.022,0.9508,10.634,15.054,11.868,0.9407,0.9969,0.9912,10.480,0.6155,11.851,10.342,14.115,0.7801,12.103,13.783,0.4240,0.9311,-0.2827,0.5444,0.0521,-0.1044,14.978,13.074,14.950,11.785,12.520,14.127,-0.5015,0.2629,-0.7361,-0.6550,-0.0041,-0.5792,-0.4469,-0.0186,-17.449,-0.8553,-0.6509,-0.8414,-0.6506,-0.7407,-0.7464,-15.814,-13.435,0.1628,-0.0431
CNR1,0.9037,0.2705,0.5071,0.5157,0.7236,0.6714,0.4666,0.4551,10.853,0.5074,0.3174,0.4172,0.2195,0.3859,0.4443,0.7860,0.2202,0.1400,-0.0329,0.2502,0.3299,0.2806,0.7812,0.4045,0.1465,0.4360,0.5268,0.7018,0.5605,0.6383,0.5122,0.4080,0.7387,0.5058,0.3634,0.5045,0.0731,-0.0312,0.3217,0.3962,0.0597,0.7407,0.5259,0.4952,0.3928,0.4495,0.5808,0.1374,0.2270,0.4849,0.4360,0.7294,0.8560,0.5494,0.7550,0.5036,0.5443,0.1366,0.4902,0.6333,0.6914,0.4815,0.4758,0.7743,0.6578,0.3124,0.7975,0.3702,0.6748,0.7277,0.7713,0.5259,0.8120,0.7572,0.8566,14.264,0.9676,11.926,0.9457,12.528,13.163,17.760,16.053,12.908,11.357,14.247,10.938,13.830,16.518,10.994,0.6742,11.809,11.624,14.301,12.673,12.475,10.945,16.145,0.8014,11.012,0.8129,0.5242,0.4164,0.9045,15.747,10.952,13.469,15.475,10.749,13.151,13.257,0.6181,0.8882,13.664,0.7365,0.8340,19.084,12.828,12.967,16.235,13.427,12.595,0.9880,0.8037,0.6897,10.762,0.6615,0.8020,0.3729,0.8568,10.116,14.854,0.9042,12.071,11.251,10.732,13.067,0.6363,-0.4623,0.2504,13.086,14.778,14.583,0.8872,11.379,14.324,11.249,10.280,10.684,0.9852,10.055,0.7509,10.551,0.9986,12.696,0.9021,12.051,13.671,0.3808,0.9828,-0.2257,0.5359,0.0892,-0.1478,13.432,13.543,16.817,11.646,12.568,13.204,-0.4659,0.1817,-0.8879,-0.5326,-0.2040,-11.483,-0.5579,-0.2912,-12.017,-0.5657,-0.7596,-0.8005,-0.8489,-0.7361,-0.8431,-10.519,-12.620,0.1532,-0.2494
CNR1,0.5932,0.1651,0.5609,0.5063,0.6180,0.4476,0.4676,0.4099,10.462,0.4160,0.2590,0.2827,0.1896,0.3401,0.5129,0.7399,0.1655,-0.0896,0.0288,0.1702,0.3430,0.2705,0.6310,0.0775,0.4010,0.3472,0.6141,0.6822,0.4522,0.5279,0.5057,0.3197,0.7063,0.4706,0.2775,0.3651,0.0163,-0.1441,0.3121,0.3169,-0.0139,0.4847,0.2803,0.5213,0.1839,0.3701,0.3777,0.0324,0.1309,0.4778,0.3820,0.6623,0.6186,0.1845,0.6284,0.4269,0.5192,0.0512,0.3528,0.4963,0.6391,0.5543,0.3079,0.5263,0.5412,0.1517,0.8168,0.4530,0.6527,0.5746,0.8261,0.4738,0.7818,0.7757,0.9878,14.599,11.950,13.087,0.8313,10.793,15.104,18.863,18.797,14.441,13.080,13.611,12.512,15.352,16.002,13.174,0.8566,13.427,12.798,15.872,11.113,14.286,12.417,16.757,0.7628,10.629,0.7301,0.5557,0.4985,0.9369,15.725,10.793,14.167,17.011,10.427,15.416,10.786,0.8635,0.9673,14.360,0.9508,0.8748,15.614,13.830,15.009,19.667,14.657,12.674,10.881,0.9431,0.8676,12.902,0.6647,0.7228,0.3295,10.135,10.512,16.063,10.945,12.869,0.9883,0.9410,12.104,0.6642,-0.3620,0.4264,15.455,14.999,15.084,0.9159,12.004,14.228,12.870,0.9264,10.205,0.9686,10.509,0.6960,12.061,11.135,13.111,0.8925,12.593,12.756,0.5275,0.7495,-0.2568,0.4844,-0.0958,-0.0493,14.952,12.303,15.417,11.680,13.165,13.415,-0.4044,0.2218,-0.7623,-0.3563,0.0844,-0.6340,-0.4054,-0.1571,-0.9423,-12.050,-0.7063,-0.8192,-0.8145,-10.784,-0.5492,-0.7222,-13.381,0.0734,0.2001
CNR1,0.5968,0.1175,0.3866,0.4238,0.5655,0.4618,0.3843,0.2725,10.417,0.2573,0.2078,0.3259,0.1520,0.2076,0.3944,0.5584,0.0749,-0.0905,-0.0625,-0.0274,0.2922,0.1753,0.5602,0.2679,0.1586,0.2353,0.4952,0.5929,0.3537,0.5679,0.1814,0.2115,0.6690,0.3340,0.1890,0.3669,-0.0587,-0.2403,0.2591,0.2402,-0.1513,0.6323,0.3521,0.4355,0.1426,0.2766,0.4414,-0.0253,0.0208,0.4432,0.3356,0.6003,0.7205,0.2041,0.6158,0.3079,0.4231,0.0896,0.4530,0.4598,0.5842,0.4237,0.2604,0.6582,0.5519,0.0905,0.8058,0.2765,0.5825,0.6291,0.7443,0.3274,0.7369,0.7204,10.719,15.588,11.608,12.503,0.9434,12.156,16.040,19.157,18.605,14.135,12.685,15.046,15.292,16.032,16.350,12.137,0.7906,13.345,14.404,16.524,12.597,15.119,12.324,18.229,0.8433,10.755,0.8648,0.4967,0.5887,0.9594,18.103,13.174,15.479,17.269,10.563,14.840,12.069,0.8936,10.815,15.152,0.9677,0.9507,18.654,13.923,14.915,18.682,15.346,13.257,12.023,0.8305,0.7306,13.037,0.5890,0.7902,0.4971,0.9680,11.342,17.276,10.653,13.477,10.391,10.560,11.058,0.7230,-0.3583,0.3320,14.631,15.612,15.617,0.8783,10.889,15.154,12.170,0.9847,0.9761,10.236,0.9804,0.5208,12.941,11.001,13.107,0.9083,11.151,14.231,0.4159,10.793,-0.2343,0.5738,0.0012,-0.1473,14.900,12.957,13.839,11.912,12.507,13.106,-0.2296,0.5040,-0.4500,-0.2066,0.0468,-0.4282,-0.4636,0.0025,-0.9361,-0.8748,-0.5206,-0.5926,-0.5150,-0.8461,-0.4402,-0.7281,-12.974,0.0962,0.4228
CNR1,0.6897,0.0846,0.5659,0.3783,0.7293,0.5203,0.4014,0.2883,11.878,0.2490,0.3915,0.2780,0.1550,0.2769,0.4733,0.5176,0.1524,-0.0383,-0.0771,0.0321,0.3159,0.2596,0.7396,0.2110,0.4000,0.3056,0.5657,0.6669,0.4572,0.6285,0.4364,0.3254,0.7119,0.4682,0.3337,0.4459,0.0204,-0.2391,0.3124,0.3564,0.0228,0.7175,0.2895,0.4741,0.0670,0.3888,0.5638,-0.0621,0.0250,0.5205,0.3850,0.6817,0.8257,0.3503,0.5733,0.3397,0.5208,0.1756,0.6302,0.5232,0.6399,0.4619,0.4297,0.7912,0.6669,0.0554,0.9670,0.3037,0.7562,0.6831,0.9262,0.3747,0.8256,0.8376,10.679,16.007,0.9967,12.775,10.745,12.836,15.934,20.981,19.659,14.402,14.513,15.516,14.712,16.473,15.489,13.687,0.9824,14.993,13.219,18.783,14.698,14.550,13.753,19.335,0.8649,11.355,0.7147,0.5667,0.7171,11.019,18.562,15.746,15.624,18.444,12.318,14.453,0.5254,0.9787,0.8393,14.185,10.586,10.782,10.159,15.652,14.630,19.412,18.062,13.811,10.473,0.4078,0.5280,13.627,0.5090,0.9025,-0.3231,0.7903,0.7859,18.009,10.749,14.257,0.7182,11.875,10.407,0.6889,-0.3947,0.3514,15.085,16.980,14.889,0.9112,11.485,15.663,12.773,0.9915,10.880,10.442,11.438,0.5406,12.567,10.724,12.294,0.9055,13.739,14.664,0.6819,11.255,-0.5671,0.5278,-0.2036,0.0503,15.780,14.459,13.309,11.449,13.571,13.563,-0.0660,0.7440,-0.4185,-0.1984,0.3015,-0.8525,-0.5101,-0.0795,-12.685,-14.717,-0.5734,-0.5838,-13.197,-17.503,-0.6695,-0.2660,-13.796,-0.0654,0.2914
CNR1,0.8350,0.2965,0.4302,0.4012,0.7650,0.6020,0.5350,0.4693,11.872,0.4109,0.4001,0.4518,0.4159,0.4022,0.4699,0.5603,0.3509,0.0830,0.0669,0.2106,0.3081,0.2967,0.7214,0.3615,0.3926,0.4034,0.5811,0.6451,0.6097,0.7075,0.5234,0.4164,0.7855,0.4961,0.4022,0.5123,0.1416,-0.0414,0.3337,0.3542,0.1788,0.7556,0.5028,0.4656,0.1746,0.5082,0.6313,0.1124,0.2240,0.4892,0.4112,0.7399,0.7966,0.4103,0.6484,0.3922,0.6231,0.2660,0.5933,0.6749,0.7379,0.4906,0.5568,0.7400,0.7232,0.2414,0.8090,0.3286,0.8209,0.7498,0.8933,0.5721,0.8657,0.7632,0.8768,15.065,0.9250,12.096,0.9076,11.656,14.021,19.131,15.994,14.824,13.581,15.063,11.261,14.950,13.491,12.913,0.9015,13.706,0.8737,16.757,12.413,13.664,13.236,17.979,0.7296,10.531,0.7141,0.6318,0.6541,0.9663,15.800,11.936,13.257,15.355,12.199,15.058,0.5552,0.8197,0.5885,11.127,0.9159,0.9073,11.966,14.597,13.485,16.936,15.568,13.014,0.9873,0.7223,0.5308,0.7239,0.6635,0.7560,-0.2877,0.9138,0.6637,15.118,10.453,13.068,0.6319,0.9480,0.8445,0.4036,-0.3088,0.2452,14.371,15.767,14.368,0.9662,12.498,14.437,12.861,10.276,11.668,0.7489,10.125,0.6309,10.471,10.199,11.145,0.8973,12.670,13.055,0.6226,0.9501,-0.1027,0.2341,-0.1135,-0.1708,15.071,14.373,11.773,10.485,13.607,13.322,-0.2787,0.4061,-0.6452,-0.4833,-0.0158,-0.8629,-0.3144,-0.0758,-12.629,-17.858,-0.3638,-0.8197,-0.8443,-11.666,-0.8540,-12.078,-14.036,-0.0128,0.1646
CNR1,0.3956,-0.1181,0.5634,0.4864,0.7876,0.3031,0.9016,0.5140,14.487,-0.2480,0.3742,-0.0209,0.3316,0.3656,0.7039,0.4935,0.0675,-0.3690,-0.1428,0.2208,0.3351,0.2271,10.289,-0.3003,10.911,0.6100,0.5806,0.7447,0.4360,0.5051,0.9312,0.7449,0.8574,0.4350,0.4981,0.2377,-0.0086,-0.4767,0.2589,0.3920,0.0315,0.6562,0.9670,0.6842,0.0649,0.4265,0.2051,0.1906,0.0447,0.6316,0.3770,0.4610,0.4569,0.3725,0.6534,0.2260,0.8955,-0.1487,0.5031,0.6908,0.8155,0.4046,0.4140,0.3875,17.565,-0.0442,13.124,0.0789,12.009,0.2618,17.483,0.4864,10.001,0.9354,0.8239,21.822,0.9989,14.744,11.120,16.714,21.527,27.159,26.475,21.055,17.985,21.357,10.381,19.496,-0.6468,20.206,11.406,17.919,-0.0124,22.335,-16.393,20.227,16.694,23.519,0.7916,11.971,13.120,10.659,0.5716,13.439,15.801,18.221,25.199,23.297,16.967,20.401,-0.9965,15.703,14.504,-0.1579,0.9420,15.502,-0.6741,23.936,0.4643,19.149,20.737,17.520,13.908,0.3461,0.3123,0.9235,0.7208,0.7668,-0.7470,12.071,0.3563,11.607,15.799,19.146,-0.4578,0.7764,-0.7589,-0.7295,-12.665,0.3253,18.548,19.838,17.891,13.632,12.534,20.313,16.857,0.6863,15.231,0.2767,13.260,0.4279,10.342,0.9256,-0.0179,12.185,16.211,16.203,0.7684,0.1930,-0.9756,-0.6544,-0.6900,-0.2650,18.939,16.636,0.2327,10.381,14.850,16.799,-12.688,0.3405,-15.944,-0.9512,0.1730,-0.9454,-12.417,-0.4435,-14.886,-10.849,-0.4976,-12.736,-0.7719,-13.002,-0.4157,0.0764,-12.635,-0.7208,-0.7025
CNR1,0.6720,0.3655,0.4449,0.4762,0.8174,0.6383,0.5821,0.4939,13.578,0.3727,0.5818,0.5143,0.0060,0.3830,0.4110,0.4962,0.3612,-0.1069,-0.0861,0.2466,0.4062,0.3448,0.9270,0.2641,0.3896,0.4856,0.6020,0.7027,0.6650,0.6303,0.5857,0.5879,0.6886,0.3685,0.4575,0.4357,0.0985,-0.0449,0.2754,0.4094,0.5317,0.7841,0.7078,0.4179,0.0589,0.5525,0.6243,0.0781,0.1987,0.4572,0.6157,0.8051,0.9367,0.5727,0.7617,0.2496,0.7748,0.0853,0.9018,0.6956,10.402,0.3760,0.5391,0.7121,0.9891,0.3040,0.8408,0.3307,10.441,0.7044,10.726,0.5929,0.9302,0.7920,10.030,18.329,16.418,13.627,11.584,14.861,16.885,23.814,18.039,15.046,17.121,17.070,0.9516,18.085,12.900,14.030,11.494,15.935,0.0490,21.242,0.0151,13.101,16.087,20.130,0.7469,11.705,0.9681,0.7464,0.7883,12.386,16.409,12.719,14.331,17.002,15.519,17.212,0.2770,0.8506,0.1439,11.267,11.528,12.361,-0.2690,17.294,0.8857,16.068,18.581,14.824,13.900,0.3626,0.7027,0.9124,0.8283,0.9350,-0.8462,0.6902,10.004,16.487,10.965,16.451,0.5401,11.015,0.6913,0.5313,-10.000,0.1248,16.986,18.772,14.736,10.154,13.425,16.688,14.807,0.9733,11.666,10.560,10.202,0.5273,13.239,12.448,14.987,0.8357,15.357,14.686,0.4427,11.430,-0.6051,0.1551,-0.0006,-0.2579,16.817,17.763,11.477,10.509,15.407,16.091,-0.8220,0.1396,-17.579,-0.8386,0.3067,-14.745,-0.7398,-0.3437,-15.640,-10.139,-0.7018,-17.949,-0.5772,-16.075,-10.236,-16.969,-16.589,0.0223,0.0444
CNR1,0.5991,0.3966,0.7358,0.7238,0.6840,0.6176,10.244,0.4858,13.389,0.3117,0.4719,0.0607,0.0418,0.4735,0.6342,0.8596,0.6068,0.0740,0.1955,0.3924,0.3727,0.3077,0.9084,0.3058,0.7534,0.3773,0.5887,0.7285,0.3771,0.6028,0.7662,0.5944,0.6752,0.4847,0.4662,0.4383,0.0928,-0.0371,0.3986,0.3544,0.0387,0.7074,0.1480,0.6361,0.2163,0.4763,0.4594,0.2158,0.2717,0.5583,0.5333,0.4400,0.7799,0.1088,0.6387,0.6031,0.6751,-0.0058,0.5037,13.015,0.6026,0.6534,0.4167,0.5821,0.9050,0.1409,10.884,0.5856,0.9357,0.7031,11.189,0.6191,0.8307,0.9602,0.7784,17.060,10.294,13.203,0.9504,11.342,15.681,21.238,19.630,15.427,16.063,11.563,0.9245,14.907,13.981,15.084,11.543,15.035,-0.0384,18.284,0.4696,13.809,14.677,17.175,0.5316,10.421,0.5134,0.8267,0.7729,11.437,14.686,10.450,13.812,17.439,12.545,18.785,0.2928,0.7470,-10.289,0.9479,10.125,13.046,-0.1478,16.141,15.382,17.284,20.421,14.590,0.9385,0.7484,0.6599,0.8659,0.6586,10.473,-0.1489,10.530,0.6671,17.468,11.639,16.166,0.4588,11.978,11.333,0.2569,0.2252,0.4623,16.702,17.428,12.595,0.8664,13.638,15.336,15.065,0.7441,0.9482,10.009,12.701,0.9029,0.8727,13.409,0.5740,10.062,13.639,11.455,-0.0072,0.3746,-0.4374,0.1379,-0.3069,0.1458,14.698,15.236,11.702,10.307,13.812,13.608,-16.088,0.2970,-13.609,-0.0975,-0.0523,-15.959,-0.7181,-0.3483,-17.161,-18.256,-0.9742,-13.947,-14.675,-14.384,-11.131,-11.166,-15.901,-0.2523,-0.2989
CNR1,0.6974,0.1089,0.4227,0.3406,0.6290,0.5556,0.4521,0.2309,0.9683,0.3873,0.3241,0.4530,0.1468,0.2178,0.3295,0.6453,0.1946,0.0840,-0.0187,0.0315,0.1834,0.0584,0.7482,0.4110,0.1884,0.1716,0.4396,0.5752,0.5198,0.5426,0.3782,0.1830,0.5947,0.3303,0.2858,0.4549,0.1430,-0.2060,0.2444,0.2583,0.1544,0.7362,0.3209,0.3845,0.1579,0.3778,0.5898,0.1526,0.0750,0.3956,0.3449,0.6213,0.7691,0.1862,0.5991,0.3012,0.4677,0.1404,0.4471,0.4526,0.4945,0.3893,0.3983,0.6864,0.6042,0.1472,0.6762,0.2801,0.6806,0.6590,0.7799,0.3514,0.6981,0.6642,0.9466,13.542,10.315,11.806,0.8337,11.496,14.261,17.883,16.330,13.837,13.167,14.429,12.842,14.712,15.043,12.862,0.9512,14.077,11.617,15.921,11.396,14.950,14.097,18.432,0.8023,0.9490,0.8732,0.5983,0.7383,0.9256,16.529,11.470,14.775,16.409,11.546,14.677,0.9320,0.7924,10.800,14.317,10.845,0.9851,16.582,13.061,14.743,18.449,16.133,13.445,10.768,0.7328,0.7960,11.288,0.7887,0.7299,0.2170,0.8138,11.451,15.906,10.507,14.162,11.172,10.030,11.841,0.6243,-0.1660,0.5826,13.819,14.115,12.474,0.9130,11.467,14.037,11.829,0.9173,0.9638,0.9089,0.9760,0.6073,11.176,0.9650,10.515,0.8935,13.268,13.842,0.3074,0.9394,-0.2125,0.5071,-0.0170,-0.1741,13.918,13.364,13.019,11.461,12.469,13.075,-0.4294,0.3724,-0.7715,-0.1251,0.1323,-0.3019,-0.2461,-0.1064,-0.9398,-10.657,-0.4921,-0.4577,-0.6581,-11.451,-0.8880,-16.496,-11.366,0.1588,0.1742
CNR1,0.5819,0.1017,0.4526,0.2278,0.5840,0.5438,0.3586,0.1956,0.9804,0.2301,0.2423,0.4851,0.1827,0.1592,0.3338,0.5930,0.1130,0.0095,0.0591,0.0538,0.2102,0.1722,0.6570,0.3763,0.2651,0.2401,0.3623,0.5213,0.4584,0.6253,0.4062,0.1108,0.6561,0.3443,0.2586,0.4787,0.1077,-0.2889,0.2578,0.2139,-0.0220,0.6876,0.4150,0.3898,0.1054,0.3487,0.6023,0.1090,0.0460,0.4537,0.3084,0.6943,0.7529,0.2133,0.6289,0.3798,0.4508,0.1899,0.4311,0.3685,0.5789,0.4025,0.3351,0.7421,0.5826,0.0598,0.6923,0.2819,0.6830,0.6644,0.7888,0.2980,0.7093,0.6362,0.9394,13.353,10.174,11.941,0.9486,12.375,15.046,17.890,15.907,14.546,13.188,15.557,13.257,15.451,13.761,13.707,10.089,14.816,12.117,16.489,12.246,16.151,13.912,19.491,0.7850,0.9185,0.8582,0.5803,0.7271,0.9390,15.482,10.790,15.865,16.674,11.933,16.237,12.059,0.8945,10.524,15.594,10.806,0.9326,17.880,13.729,13.963,18.918,16.031,14.753,11.674,0.6038,0.7737,12.922,0.7184,0.8014,0.1551,0.8276,0.9775,17.002,10.343,14.164,10.996,0.8380,12.571,0.5666,-0.1984,0.5042,14.036,14.708,13.608,0.9578,10.643,13.994,11.726,0.9706,10.514,10.560,0.9536,0.5335,12.124,0.9605,10.330,10.176,12.603,14.322,0.3458,0.9485,-0.0706,0.5644,-0.1115,-0.1693,14.011,13.144,13.491,12.326,11.994,12.693,-0.2989,0.4365,-0.4171,-0.1595,0.0326,-0.3862,-0.3235,-0.1532,-0.5528,-11.534,-0.5397,-0.3367,-0.5926,-0.5660,-0.5574,-0.4044,-10.728,0.3325,0.2812
